Age,DailyRate,DistanceFromHome,Education,JobLevel,JobSatisfaction,MonthlyIncome,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,BusinessTravel,Department,EducationField,Gender,JobRole,MaritalStatus,OverTime,Attrition
35,195,1,3,2,3,4859,3,5,4,Travel_Rarely,Sales,Medical,Female,Sales Executive,Single,No,No
34,258,21,4,2,4,5337,3,10,7,Travel_Rarely,Sales,Life Sciences,Male,Sales Executive,Single,No,No
26,471,24,3,1,4,2340,1,1,0,Travel_Rarely,Research & Development,Technical Degree,Male,Laboratory Technician,Single,Yes,Yes
37,799,1,3,3,4,7491,4,6,5,Travel_Rarely,Research & Development,Technical Degree,Female,Manufacturing Director,Single,No,No
46,1034,18,1,3,3,10527,2,2,2,Travel_Frequently,Research & Development,Medical,Female,Healthcare Representative,Married,No,No
41,1276,2,5,4,1,16595,3,18,16,Travel_Rarely,Sales,Life Sciences,Female,Manager,Married,No,No
37,142,9,4,3,2,8834,3,9,5,Non-Travel,Sales,Medical,Male,Sales Executive,Divorced,No,No
52,956,6,2,2,1,5577,3,10,9,Travel_Rarely,Research & Development,Technical Degree,Male,Research Scientist,Divorced,Yes,No
32,1474,11,4,2,3,4707,3,4,2,Non-Travel,Sales,Other,Male,Sales Executive,Married,No,Yes
24,535,24,3,1,4,2400,3,2,2,Travel_Frequently,Sales,Medical,Male,Sales Representative,Married,No,No
38,1495,10,3,2,3,9824,3,1,0,Travel_Rarely,Research & Development,Medical,Female,Healthcare Representative,Married,No,No
37,446,1,4,2,2,6447,2,6,5,Travel_Rarely,Research & Development,Life Sciences,Female,Manufacturing Director,Married,No,No
49,1245,18,4,5,3,19502,3,31,9,Travel_Rarely,Research & Development,Life Sciences,Male,Research Director,Divorced,Yes,No
24,691,23,3,1,4,2725,3,6,5,Travel_Rarely,Research & Development,Medical,Male,Research Scientist,Married,Yes,No
26,703,28,2,2,2,6272,4,5,3,Travel_Rarely,Sales,Marketing,Male,Sales Executive,Married,No,No
24,823,17,2,1,2,2127,3,1,0,Travel_Rarely,Research & Development,Other,Male,Laboratory Technician,Married,No,No
50,1246,3,3,5,2,18200,3,32,5,Travel_Frequently,Human Resources,Medical,Male,Manager,Married,No,No
25,622,13,1,1,3,2096,3,7,4,Travel_Rarely,Sales,Medical,Male,Sales Representative,Married,No,No
24,1287,7,3,1,3,2886,3,6,3,Travel_Frequently,Research & Development,Life Sciences,Female,Laboratory Technician,Married,Yes,Yes
30,448,12,4,1,1,2033,4,1,0,Travel_Frequently,Sales,Life Sciences,Male,Sales Representative,Married,No,Yes
34,254,1,2,1,4,3622,3,6,5,Travel_Rarely,Research & Development,Life Sciences,Male,Research Scientist,Married,Yes,No
31,1365,13,4,2,1,4233,1,3,1,Travel_Rarely,Sales,Medical,Male,Sales Executive,Divorced,No,Yes
35,538,25,2,2,4,3681,3,3,2,Travel_Rarely,Research & Development,Other,Male,Laboratory Technician,Single,No,No
31,525,6,4,2,4,5460,4,7,7,Travel_Rarely,Sales,Medical,Male,Sales Executive,Divorced,No,No
27,798,6,4,1,3,2187,2,5,3,Travel_Rarely,Research & Development,Medical,Female,Research Scientist,Divorced,No,No
37,558,2,3,2,3,9602,2,3,0,Travel_Rarely,Sales,Marketing,Male,Sales Executive,Married,Yes,No
20,959,1,3,1,2,2836,4,1,0,Travel_Rarely,Research & Development,Life Sciences,Female,Research Scientist,Single,No,No
42,622,2,4,2,4,4089,3,10,2,Travel_Rarely,Research & Development,Life Sciences,Female,Healthcare Representative,Married,No,No
43,782,6,4,4,4,16627,2,1,0,Travel_Rarely,Research & Development,Other,Male,Research Director,Divorced,Yes,No
38,362,1,1,1,1,2619,2,0,0,Travel_Rarely,Research & Development,Life Sciences,Female,Research Scientist,Single,No,No
43,1001,9,5,2,3,5679,3,8,7,Travel_Frequently,Research & Development,Medical,Male,Laboratory Technician,Divorced,Yes,No
48,1236,1,4,4,1,15402,1,3,2,Travel_Rarely,Research & Development,Life Sciences,Female,Manager,Married,No,No
44,1112,1,4,2,3,5985,4,2,2,Travel_Rarely,Human Resources,Life Sciences,Female,Human Resources,Single,No,No
34,204,14,3,1,3,2579,3,8,2,Travel_Rarely,Sales,Technical Degree,Female,Sales Representative,Divorced,Yes,No
27,1420,2,1,1,1,3041,3,4,3,Travel_Rarely,Sales,Marketing,Male,Sales Representative,Divorced,No,Yes
21,1343,22,1,1,3,3447,3,3,2,Travel_Rarely,Sales,Technical Degree,Male,Sales Representative,Single,No,No
44,1315,3,4,5,4,19513,4,2,2,Travel_Rarely,Research & Development,Other,Male,Manager,Married,Yes,No
22,604,6,1,1,3,2773,3,2,2,Travel_Rarely,Research & Development,Medical,Male,Research Scientist,Married,No,No
33,1216,8,4,2,3,7104,3,5,0,Travel_Rarely,Sales,Marketing,Male,Sales Executive,Divorced,No,No
32,646,9,4,2,4,6322,2,6,4,Travel_Rarely,Research & Development,Life Sciences,Female,Research Scientist,Married,Yes,No
30,160,3,3,1,3,2083,3,1,0,Travel_Frequently,Research & Development,Medical,Female,Research Scientist,Divorced,No,No
53,238,1,1,2,1,8381,4,14,7,Travel_Rarely,Sales,Medical,Female,Sales Executive,Single,No,No
34,1397,1,5,1,4,2691,2,10,9,Travel_Rarely,Research & Development,Life Sciences,Male,Research Scientist,Married,No,No
45,306,26,4,2,1,4286,3,1,1,Travel_Frequently,Sales,Life Sciences,Female,Sales Executive,Married,No,Yes
26,991,6,3,1,4,2659,3,3,2,Travel_Rarely,Research & Development,Life Sciences,Female,Laboratory Technician,Married,Yes,No
37,482,3,3,3,3,9434,3,10,7,Travel_Rarely,Research & Development,Other,Male,Manufacturing Director,Married,No,No
29,1176,3,2,2,3,5561,2,6,0,Travel_Rarely,Sales,Medical,Female,Sales Executive,Married,No,No
35,1017,6,4,2,4,6646,3,17,11,Travel_Rarely,Research & Development,Life Sciences,Male,Research Scientist,Single,No,No
33,1296,6,3,2,4,7725,1,13,11,Travel_Frequently,Research & Development,Life Sciences,Male,Healthcare Representative,Divorced,No,No
54,397,19,4,3,2,10725,4,9,7,Travel_Rarely,Human Resources,Medical,Male,Human Resources,Married,No,No
36,913,9,2,2,2,8847,3,3,2,Travel_Rarely,Research & Development,Medical,Male,Manufacturing Director,Divorced,Yes,No
27,1115,3,4,1,4,2045,3,4,2,Travel_Rarely,Research & Development,Medical,Male,Research Scientist,Single,No,No
20,1362,10,1,1,3,1009,3,1,0,Travel_Rarely,Research & Development,Medical,Male,Research Scientist,Single,Yes,Yes
33,1076,3,3,1,1,3348,3,10,8,Travel_Frequently,Research & Development,Life Sciences,Male,Research Scientist,Single,Yes,Yes
35,727,3,3,1,3,1281,3,1,0,Non-Travel,Research & Development,Life Sciences,Male,Laboratory Technician,Married,No,No
23,885,4,3,1,1,2819,4,3,2,Travel_Rarely,Research & Development,Medical,Male,Research Scientist,Married,No,No
25,810,8,3,2,2,4851,3,3,2,Travel_Rarely,Sales,Life Sciences,Male,Sales Executive,Married,No,No
38,243,7,4,2,4,4028,3,7,7,Travel_Rarely,Sales,Marketing,Female,Sales Executive,Single,No,No
29,806,1,4,1,4,2720,3,10,7,Travel_Frequently,Research & Development,Life Sciences,Male,Research Scientist,Divorced,No,No
48,817,2,1,2,2,8120,3,2,2,Travel_Rarely,Sales,Marketing,Male,Sales Executive,Married,No,No
27,1410,3,1,2,4,4647,3,6,5,Travel_Frequently,Sales,Medical,Female,Sales Executive,Divorced,Yes,No
37,1225,10,2,1,4,4680,3,1,0,Travel_Rarely,Research & Development,Life Sciences,Male,Research Scientist,Single,No,No
50,1207,28,1,1,3,3221,3,20,8,Travel_Rarely,Research & Development,Medical,Male,Laboratory Technician,Married,Yes,No
34,1442,9,3,3,2,8621,4,8,7,Travel_Rarely,Research & Development,Medical,Female,Healthcare Representative,Single,No,No
24,693,3,2,2,3,4577,3,2,2,Travel_Rarely,Sales,Life Sciences,Female,Sales Executive,Single,No,Yes
39,408,2,4,2,3,4553,3,20,7,Travel_Rarely,Research & Development,Technical Degree,Female,Healthcare Representative,Single,No,No
32,929,10,3,2,4,5396,2,10,7,Travel_Rarely,Sales,Marketing,Male,Sales Executive,Single,No,No
50,562,8,2,2,3,6796,3,4,3,Travel_Frequently,Sales,Technical Degree,Male,Sales Executive,Married,Yes,Yes
38,827,1,4,2,4,7625,2,9,7,Travel_Rarely,Research & Development,Life Sciences,Female,Healthcare Representative,Single,No,No
27,608,1,2,3,1,7412,3,9,7,Travel_Rarely,Research & Development,Life Sciences,Female,Manufacturing Director,Married,No,No
32,1018,3,2,3,4,11159,3,7,7,Travel_Rarely,Research & Development,Life Sciences,Female,Research Director,Single,No,No
47,703,14,4,2,1,4960,3,7,7,Travel_Rarely,Sales,Marketing,Male,Sales Executive,Single,No,No
40,580,5,4,3,1,10475,3,18,13,Travel_Frequently,Sales,Life Sciences,Male,Sales Executive,Married,Yes,No
53,970,7,3,4,3,14814,3,5,1,Travel_Rarely,Research & Development,Life Sciences,Male,Research Director,Married,No,No
41,427,10,4,5,4,19141,2,21,6,Travel_Rarely,Human Resources,Human Resources,Male,Manager,Divorced,No,No
60,1179,16,4,2,1,5405,3,2,2,Travel_Rarely,Sales,Marketing,Male,Sales Executive,Single,No,No
27,294,10,2,3,1,8793,2,9,7,Travel_Frequently,Research & Development,Life Sciences,Male,Manufacturing Director,Divorced,No,No
41,314,1,3,5,3,19189,3,22,7,Travel_Rarely,Human Resources,Human Resources,Male,Manager,Married,No,No
50,316,8,4,1,2,3875,3,2,2,Travel_Rarely,Sales,Marketing,Male,Sales Representative,Married,No,No
28,654,1,2,1,2,2216,3,7,7,Travel_Rarely,Research & Development,Life Sciences,Female,Research Scientist,Single,Yes,Yes
36,427,8,3,3,1,11713,3,8,7,Non-Travel,Research & Development,Life Sciences,Female,Research Director,Married,No,No
38,168,1,3,3,3,7861,4,1,0,Travel_Rarely,Research & Development,Life Sciences,Female,Manufacturing Director,Single,Yes,No
44,381,24,3,1,3,3708,3,5,2,Non-Travel,Research & Development,Medical,Male,Laboratory Technician,Single,No,No
47,217,3,3,4,3,13770,2,22,2,Travel_Frequently,Sales,Medical,Female,Sales Executive,Divorced,Yes,No
30,501,27,5,2,4,5304,2,8,7,Travel_Rarely,Sales,Marketing,Male,Sales Executive,Divorced,No,No
29,1396,10,3,1,3,2642,3,1,0,Travel_Rarely,Sales,Life Sciences,Male,Sales Representative,Single,No,No
42,933,19,3,1,3,2759,3,2,2,Travel_Frequently,Research & Development,Medical,Male,Research Scientist,Divorced,Yes,Yes
43,775,15,3,2,4,6804,3,2,2,Travel_Frequently,Sales,Life Sciences,Male,Sales Executive,Married,No,No
34,970,8,2,2,3,6142,3,5,1,Travel_Rarely,Research & Development,Medical,Female,Healthcare Representative,Single,No,No
23,650,9,1,1,1,2500,4,4,3,Travel_Rarely,Research & Development,Medical,Male,Laboratory Technician,Married,No,No
39,141,3,3,2,2,6389,1,8,3,Travel_Rarely,Human Resources,Human Resources,Female,Human Resources,Married,No,No
56,832,9,3,4,4,11103,2,10,7,Travel_Rarely,Research & Development,Medical,Male,Healthcare Representative,Married,No,No
40,804,2,1,1,4,2342,2,4,2,Travel_Rarely,Research & Development,Medical,Female,Research Scientist,Single,Yes,No
27,975,7,3,2,1,6811,1,7,6,Travel_Rarely,Research & Development,Medical,Female,Healthcare Representative,Single,No,No
29,1090,10,3,1,2,2297,3,2,2,Travel_Rarely,Sales,Marketing,Male,Sales Representative,Divorced,No,No
53,346,6,3,2,4,2450,3,2,2,Travel_Rarely,Research & Development,Life Sciences,Male,Laboratory Technician,Single,No,No
35,1225,2,4,2,1,5093,4,1,0,Non-Travel,Research & Development,Life Sciences,Female,Healthcare Representative,Divorced,No,No
32,430,24,4,2,4,5309,3,10,8,Travel_Frequently,Research & Development,Life Sciences,Male,Laboratory Technician,Married,No,No
38,268,2,5,1,3,3057,1,1,0,Travel_Rarely,Research & Development,Medical,Male,Research Scientist,Married,Yes,No
34,167,8,5,2,1,5121,3,0,0,Travel_Rarely,Research & Development,Life Sciences,Female,Manufacturing Director,Divorced,No,No
52,621,3,4,4,1,16856,4,34,6,Travel_Rarely,Sales,Marketing,Male,Manager,Married,No,No
33,527,1,4,1,4,2686,2,10,9,Travel_Rarely,Research & Development,Other,Male,Research Scientist,Single,Yes,Yes
25,883,26,1,2,4,6180,2,6,5,Travel_Rarely,Sales,Medical,Female,Sales Executive,Single,No,No
45,954,2,2,2,3,6632,3,8,7,Travel_Rarely,Sales,Technical Degree,Male,Sales Representative,Single,No,No
23,310,10,1,1,3,3505,3,2,2,Travel_Rarely,Research & Development,Medical,Male,Research Scientist,Single,No,No
47,719,27,2,2,3,6397,3,5,4,Travel_Frequently,Sales,Life Sciences,Female,Sales Executive,Single,Yes,Yes
34,304,2,3,2,4,6274,3,6,5,Travel_Rarely,Sales,Other,Male,Sales Executive,Single,No,No
55,725,2,3,5,1,19859,3,5,2,Travel_Rarely,Research & Development,Medical,Male,Manager,Married,Yes,Yes
36,1434,8,4,3,1,7587,3,10,7,Non-Travel,Sales,Life Sciences,Male,Sales Executive,Single,No,No
52,715,19,4,1,4,4258,3,4,3,Non-Travel,Research & Development,Medical,Male,Research Scientist,Married,No,No
26,575,1,2,1,4,4364,3,2,2,Travel_Frequently,Research & Development,Life Sciences,Female,Laboratory Technician,Divorced,No,No
29,657,27,3,2,3,4335,2,8,7,Travel_Rarely,Research & Development,Medical,Female,Healthcare Representative,Married,No,No
26,1146,8,3,2,1,5326,2,4,3,Travel_Rarely,Sales,Technical Degree,Male,Sales Executive,Single,No,Yes
34,182,1,4,1,4,3280,3,4,2,Travel_Rarely,Research & Development,Life Sciences,Female,Research Scientist,Single,No,No
54,376,19,4,2,1,5485,3,5,3,Travel_Rarely,Research & Development,Medical,Female,Manufacturing Director,Divorced,Yes,No
27,829,8,1,2,4,4342,3,4,2,Travel_Frequently,Sales,Marketing,Male,Sales Executive,Married,No,No
37,571,10,1,1,1,2782,2,5,3,Travel_Rarely,Research & Development,Life Sciences,Female,Research Scientist,Divorced,Yes,No
38,240,2,4,2,1,5980,3,15,7,Travel_Frequently,Research & Development,Life Sciences,Female,Manufacturing Director,Single,Yes,No
34,121,2,4,1,1,4381,3,6,5,Travel_Rarely,Research & Development,Medical,Female,Research Scientist,Single,No,No
35,384,8,4,1,4,2572,2,3,2,Travel_Rarely,Sales,Life Sciences,Female,Sales Representative,Married,No,No
30,921,1,3,1,3,3833,3,2,2,Travel_Rarely,Research & Development,Life Sciences,Male,Laboratory Technician,Married,No,No
40,791,2,2,2,2,4244,3,8,7,Travel_Frequently,Research & Development,Medical,Female,Healthcare Representative,Married,No,No
34,1111,8,2,2,1,6500,3,3,2,Travel_Rarely,Sales,Life Sciences,Female,Sales Executive,Married,No,No
42,570,8,3,5,4,18430,2,24,7,Travel_Frequently,Research & Development,Life Sciences,Male,Manager,Divorced,No,No
23,1243,6,3,1,1,1601,3,0,0,Travel_Rarely,Research & Development,Life Sciences,Male,Laboratory Technician,Married,Yes,Yes
24,1092,9,3,1,2,2694,3,1,0,Non-Travel,Research & Development,Life Sciences,Male,Laboratory Technician,Divorced,No,No
52,1325,11,4,2,3,3149,3,5,2,Travel_Rarely,Research & Development,Life Sciences,Female,Laboratory Technician,Married,No,No
50,691,2,3,4,3,17639,3,4,3,Travel_Rarely,Research & Development,Medical,Male,Research Director,Married,No,No
29,805,1,2,1,1,2319,3,1,0,Travel_Rarely,Research & Development,Life Sciences,Female,Laboratory Technician,Married,Yes,Yes
33,213,7,3,3,3,11691,4,13,9,Travel_Rarely,Research & Development,Medical,Male,Research Director,Married,No,No
33,118,16,3,2,1,5324,3,3,2,Travel_Rarely,Sales,Marketing,Female,Sales Executive,Single,No,Yes
47,202,2,2,4,4,16752,2,26,14,Travel_Rarely,Research & Development,Other,Female,Manager,Married,Yes,No
36,676,1,3,2,2,5228,3,9,7,Travel_Rarely,Research & Development,Other,Female,Manufacturing Director,Married,No,No
29,1252,23,2,1,3,2700,3,10,7,Travel_Rarely,Research & Development,Life Sciences,Male,Research Scientist,Married,No,No
58,286,2,4,5,2,19246,3,31,15,Travel_Rarely,Research & Development,Life Sciences,Male,Research Director,Single,Yes,Yes
35,1258,1,4,1,3,2506,3,2,2,Travel_Rarely,Research & Development,Life Sciences,Female,Research Scientist,Single,No,No
42,932,1,2,2,4,6062,3,4,3,Travel_Rarely,Research & Development,Life Sciences,Female,Manufacturing Director,Married,Yes,No
28,890,2,4,1,3,4382,2,2,2,Travel_Rarely,Research & Development,Medical,Male,Research Scientist,Single,No,Yes
36,1041,13,3,1,2,2143,3,5,2,Travel_Rarely,Human Resources,Human Resources,Male,Human Resources,Married,No,No
32,859,4,3,2,3,6162,3,14,13,Travel_Rarely,Research & Development,Life Sciences,Female,Manufacturing Director,Married,No,No
40,720,16,4,2,3,5094,3,1,0,Travel_Frequently,Research & Development,Medical,Male,Laboratory Technician,Single,No,No
30,946,2,3,2,4,6877,2,0,0,Travel_Rarely,Research & Development,Medical,Female,Manufacturing Director,Single,Yes,No
45,252,2,3,1,3,2274,3,1,0,Travel_Rarely,Research & Development,Life Sciences,Female,Research Scientist,Single,No,No
42,933,29,3,2,2,4434,2,9,8,Travel_Rarely,Research & Development,Life Sciences,Male,Manufacturing Director,Married,No,No
38,471,12,3,2,1,6288,2,4,3,Travel_Frequently,Research & Development,Life Sciences,Male,Healthcare Representative,Divorced,No,No
34,702,16,4,1,4,2553,3,5,2,Travel_Frequently,Research & Development,Life Sciences,Female,Research Scientist,Single,No,No
49,1184,11,3,3,4,7654,4,9,8,Travel_Rarely,Sales,Marketing,Female,Sales Executive,Married,No,Yes
55,436,2,1,2,4,5160,2,9,7,Travel_Rarely,Sales,Medical,Male,Sales Executive,Single,No,Yes
43,589,14,2,4,1,17159,3,4,1,Travel_Rarely,Research & Development,Life Sciences,Male,Research Director,Married,No,No
27,269,5,1,3,4,12808,3,9,8,Travel_Rarely,Research & Development,Technical Degree,Male,Research Director,Divorced,Yes,No
35,950,7,3,3,3,10221,4,8,5,Travel_Rarely,Research & Development,Other,Male,Manufacturing Director,Single,No,No
28,760,2,4,2,2,4779,3,8,7,Travel_Rarely,Sales,Marketing,Female,Sales Executive,Married,Yes,No
34,829,3,2,1,4,3737,1,3,2,Travel_Rarely,Human Resources,Human Resources,Male,Human Resources,Married,No,No
26,887,5,2,1,3,2366,3,8,7,Travel_Frequently,Research & Development,Medical,Female,Research Scientist,Married,Yes,Yes
27,443,3,3,1,4,1706,2,0,0,Non-Travel,Research & Development,Medical,Male,Research Scientist,Married,No,No
51,1318,26,4,4,3,16307,2,20,6,Travel_Rarely,Sales,Marketing,Female,Manager,Married,No,No
44,625,4,3,2,2,5933,2,5,2,Travel_Rarely,Research & Development,Medical,Male,Healthcare Representative,Single,No,No
25,180,2,1,1,1,3424,2,4,3,Travel_Rarely,Research & Development,Medical,Male,Research Scientist,Single,No,No
33,586,1,3,2,1,4037,3,9,8,Travel_Rarely,Sales,Medical,Male,Sales Executive,Divorced,No,No
35,1343,27,1,1,1,2559,2,6,5,Travel_Rarely,Research & Development,Medical,Female,Research Scientist,Single,No,No
36,928,1,2,2,4,6201,2,18,14,Travel_Rarely,Sales,Life Sciences,Male,Sales Executive,Married,Yes,No
32,117,13,4,2,4,4403,2,5,2,Travel_Rarely,Sales,Life Sciences,Male,Sales Executive,Divorced,No,No
30,1012,5,4,1,4,3761,2,5,4,Travel_Frequently,Research & Development,Life Sciences,Male,Research Scientist,Divorced,No,No
53,661,7,2,3,4,10934,3,5,2,Travel_Rarely,Sales,Marketing,Female,Sales Executive,Married,Yes,No
45,930,9,3,3,1,10761,3,5,4,Travel_Rarely,Sales,Marketing,Male,Sales Executive,Divorced,Yes,No
32,638,8,2,2,3,5175,2,5,3,Travel_Rarely,Research & Development,Medical,Female,Research Scientist,Married,No,No
52,890,25,4,4,4,13826,3,9,8,Travel_Frequently,Research & Development,Medical,Female,Manufacturing Director,Married,No,No
37,342,16,4,2,3,6334,3,1,0,Travel_Rarely,Sales,Marketing,Male,Sales Executive,Divorced,No,No
28,1169,8,2,1,4,4936,3,5,1,Travel_Rarely,Human Resources,Medical,Male,Human Resources,Divorced,No,No
22,1230,1,2,2,4,4775,1,2,2,Travel_Rarely,Research & Development,Life Sciences,Male,Manufacturing Director,Married,No,No
44,986,8,4,1,4,2818,2,3,2,Travel_Rarely,Research & Development,Life Sciences,Male,Laboratory Technician,Married,Yes,No
42,1271,2,1,1,4,2515,3,2,1,Travel_Frequently,Research & Development,Medical,Male,Research Scientist,Single,Yes,No
36,1278,8,3,1,1,2342,3,5,4,Travel_Rarely,Human Resources,Life Sciences,Male,Human Resources,Married,No,No
25,141,3,1,2,1,4194,3,5,3,Travel_Rarely,Sales,Other,Male,Sales Executive,Married,Yes,No
35,607,9,3,3,3,10685,3,17,14,Travel_Rarely,Research & Development,Life Sciences,Female,Manufacturing Director,Married,Yes,No
35,130,25,4,1,2,2022,2,10,2,Travel_Frequently,Research & Development,Life Sciences,Female,Research Scientist,Divorced,Yes,Yes
32,300,1,3,1,4,2314,3,3,0,Non-Travel,Research & Development,Life Sciences,Male,Laboratory Technician,Divorced,No,No
25,583,4,1,2,1,4256,4,5,2,Travel_Rarely,Sales,Marketing,Male,Sales Executive,Married,No,No
49,1418,1,3,1,1,3580,3,4,2,Travel_Rarely,Research & Development,Technical Degree,Female,Research Scientist,Married,No,No
24,1269,4,1,1,4,3162,2,5,2,Non-Travel,Research & Development,Life Sciences,Male,Laboratory Technician,Married,No,No
32,379,5,2,2,2,6524,3,10,8,Travel_Frequently,Sales,Life Sciences,Male,Sales Executive,Married,No,No
38,395,9,3,1,2,2899,3,2,2,Travel_Rarely,Sales,Marketing,Male,Sales Representative,Married,No,No
42,1265,3,3,2,4,5231,2,5,3,Travel_Rarely,Research & Development,Life Sciences,Female,Laboratory Technician,Married,Yes,No
31,1222,11,4,1,4,2356,3,6,4,Travel_Rarely,Research & Development,Life Sciences,Male,Research Scientist,Married,Yes,No
29,341,1,3,1,3,2800,3,3,2,Travel_Rarely,Sales,Medical,Female,Sales Representative,Divorced,Yes,Yes
53,868,8,3,4,4,11836,3,2,0,Travel_Rarely,Sales,Marketing,Male,Sales Executive,Married,No,No
35,672,25,3,3,2,10903,3,13,10,Travel_Rarely,Research & Development,Technical Degree,Male,Manufacturing Director,Married,No,No
37,1231,21,2,1,4,2973,3,5,4,Travel_Frequently,Sales,Medical,Female,Sales Representative,Married,No,No
53,102,23,4,4,4,14275,3,12,9,Travel_Rarely,Research & Development,Life Sciences,Female,Research Director,Single,No,No
43,422,1,3,2,4,5562,2,5,2,Travel_Frequently,Research & Development,Life Sciences,Female,Healthcare Representative,Married,No,No
47,249,2,2,2,4,4537,3,7,6,Travel_Rarely,Sales,Marketing,Female,Sales Executive,Married,Yes,No
37,1252,19,2,3,2,7642,3,10,0,Non-Travel,Sales,Medical,Male,Sales Executive,Single,Yes,No
50,881,2,4,4,1,17924,3,31,6,Non-Travel,Research & Development,Life Sciences,Male,Manager,Divorced,No,No
39,1383,2,3,2,4,5204,3,5,4,Travel_Rarely,Human Resources,Life Sciences,Female,Human Resources,Married,No,No
33,1075,3,2,1,2,2277,4,4,3,Travel_Rarely,Human Resources,Human Resources,Male,Human Resources,Divorced,Yes,No
32,374,25,4,1,4,2795,1,1,0,Travel_Rarely,Research & Development,Life Sciences,Male,Laboratory Technician,Single,Yes,Yes
29,1086,7,1,1,4,2532,3,4,3,Travel_Rarely,Research & Development,Medical,Female,Laboratory Technician,Divorced,No,No
44,661,9,2,1,1,2559,3,8,7,Travel_Rarely,Research & Development,Life Sciences,Male,Research Scientist,Married,Yes,No
28,821,5,4,2,4,4908,3,4,2,Travel_Rarely,Sales,Medical,Male,Sales Executive,Single,No,No
58,781,2,1,1,4,2380,2,1,0,Travel_Frequently,Research & Development,Life Sciences,Male,Laboratory Technician,Divorced,Yes,Yes
43,177,8,3,2,2,4765,4,1,0,Travel_Rarely,Research & Development,Life Sciences,Female,Manufacturing Director,Divorced,No,No
20,500,2,3,1,3,2044,2,2,2,Travel_Rarely,Sales,Medical,Female,Sales Representative,Single,No,Yes
21,1427,18,1,1,4,2693,2,1,0,Travel_Rarely,Research & Development,Other,Female,Research Scientist,Single,No,Yes
36,1425,14,1,2,4,6586,2,16,8,Travel_Rarely,Research & Development,Life Sciences,Male,Healthcare Representative,Married,Yes,No
47,1454,2,4,1,4,3294,2,3,2,Travel_Rarely,Sales,Life Sciences,Female,Sales Representative,Single,Yes,No
22,617,3,1,2,3,4171,4,3,2,Travel_Rarely,Research & Development,Life Sciences,Female,Manufacturing Director,Married,Yes,Yes
41,1085,2,4,1,4,2778,2,7,7,Travel_Rarely,Research & Development,Life Sciences,Female,Laboratory Technician,Divorced,Yes,Yes
28,995,9,3,1,3,2377,3,2,2,Travel_Rarely,Research & Development,Medical,Female,Research Scientist,Divorced,No,No
39,1122,6,3,1,1,2404,1,2,2,Travel_Rarely,Research & Development,Medical,Male,Laboratory Technician,Married,Yes,Yes
27,618,4,3,1,3,2318,3,1,1,Travel_Rarely,Research & Development,Life Sciences,Female,Research Scientist,Single,No,No
34,546,10,3,1,2,2008,3,1,0,Travel_Rarely,Research & Development,Life Sciences,Male,Laboratory Technician,Divorced,No,No
42,462,14,2,2,3,6244,3,5,4,Travel_Rarely,Sales,Medical,Female,Sales Executive,Single,No,No
33,1198,1,4,1,1,2799,3,3,2,Travel_Rarely,Research & Development,Other,Male,Research Scientist,Single,Yes,No
58,1272,5,3,3,2,10552,3,6,0,Travel_Rarely,Research & Development,Technical Degree,Female,Healthcare Representative,Divorced,Yes,No
31,154,7,4,1,3,2329,4,7,7,Travel_Rarely,Sales,Life Sciences,Male,Sales Representative,Married,No,No
35,1137,21,1,2,4,4014,1,10,6,Travel_Rarely,Research & Development,Life Sciences,Female,Healthcare Representative,Married,Yes,No
49,527,8,2,3,2,7403,2,26,9,Travel_Rarely,Research & Development,Other,Female,Laboratory Technician,Married,No,No
48,1469,20,4,1,3,2259,2,0,0,Travel_Rarely,Research & Development,Medical,Male,Research Scientist,Married,No,No
31,1188,20,2,2,3,6932,2,9,8,Non-Travel,Sales,Marketing,Female,Sales Executive,Married,No,No
36,188,7,4,1,4,4678,3,6,2,Travel_Rarely,Research & Development,Other,Male,Research Scientist,Single,No,No
38,1333,1,3,3,1,13582,3,15,12,Travel_Rarely,Research & Development,Technical Degree,Female,Research Director,Married,No,No
32,1184,1,3,1,2,2332,3,3,0,Non-Travel,Research & Development,Life Sciences,Female,Laboratory Technician,Married,No,No
25,867,19,2,1,2,2413,3,1,0,Travel_Rarely,Sales,Marketing,Male,Sales Representative,Married,Yes,Yes
40,658,10,4,3,2,9705,2,1,0,Travel_Rarely,Sales,Marketing,Male,Sales Executive,Divorced,No,No
26,1283,1,3,2,1,4294,3,7,7,Travel_Frequently,Sales,Medical,Male,Sales Executive,Single,No,No
41,263,6,3,1,1,4721,3,18,13,Travel_Rarely,Research & Development,Medical,Male,Laboratory Technician,Single,Yes,No
36,938,2,4,1,3,2519,3,11,8,Travel_Rarely,Research & Development,Medical,Male,Laboratory Technician,Single,No,No
19,419,21,3,1,2,2121,4,1,0,Travel_Rarely,Sales,Other,Male,Sales Representative,Single,Yes,Yes
20,129,4,3,1,1,2973,3,1,0,Travel_Rarely,Research & Development,Technical Degree,Male,Laboratory Technician,Single,No,Yes
31,616,12,3,2,4,5855,1,9,7,Travel_Rarely,Research & Development,Medical,Female,Healthcare Representative,Married,Yes,No
40,1469,9,4,1,2,3617,3,1,1,Travel_Frequently,Research & Development,Medical,Male,Research Scientist,Divorced,Yes,No
32,498,3,4,2,1,6725,4,8,7,Travel_Rarely,Research & Development,Medical,Female,Manufacturing Director,Married,No,No
